1	tatanggapin	tanggap	VB	COOF	_|in|_|ta	0	_
11	masasaka	saka	VB	COOF	ma|_|_|sa	10	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	magtatanim	tanim	VB	COAF	mag|_|_|ta	0	_
2	ako	ako	PR	PRSG	_|_|_|_	3	_
3	ng	ng	CC	CCB	_|_|_|_	4	_
4	tubo	tubo	NN	CP	_|_|_|_	1	_
5	at	at	CC	CCA	_|_|_|_	4	_
6	mais	mais	NN	CP	_|_|_|_	5	_
7	para	para	CC	CCT	_|_|_|_	1	_
8	hindi	hindi	RB	RF	_|_|_|_	11	_
9	na	na	CC	CCP	_|_|_|_	8	_
10	kayo	kayo	PR	PRPL	_|_|_|_	11	_
11	mapupuyat	puyat	VB	COOF	ma|_|_|pu	7	_
12	sa	sa	CC	CCT	_|_|_|_	13	_
13	pananahi	pananahi	NN	CP	_|_|_|_	11	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	araw-araw	araw-araw	RB	RW	_|_|_|_	3	_
2	tayong	tayo	PR	PRPL	_|_|ng|_	3	_
3	magkakasalo	salo	VB	COAF	magka|_|_|ka	0	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	pagkain	kain	NN	CP	pag|_|_|_	3	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	nagdamdam	damdam	VB	PFAF	nag|_|_|_	0	_
2	si	si	DT	PDSG	_|_|_|_	3	_
3	sisa	sisa	NN	NNP	_|_|_|_	1	_
4	at	at	CC	CCA	_|_|_|_	1	_
5	napaluha	luha	JJ	JCJD	napa|_|_|_	4	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	pagkatapos	tapos	RB	RW	pagka|_|_|_	3	_
2	na	na	RB	RI	_|_|_|_	1	_
3	hubarin	hubarin	VB	INOF	_|_|_|_	7	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	abito	abito	NN	CP	_|_|_|_	3	_
6	,	,	PM	PMC	_|_|_|_	7	_
7	lumabas	labas	VB	INAF	_|um|_|_	0	_
8	ang	ang	DT	CD	_|_|_|_	9	_
9	pari	pari	NN	CP	_|_|_|_	7	_
10	sa	sa	CC	CCT	_|_|_|_	11	_
11	sakristiya	sakristiya	NN	CP	_|_|_|_	7	_
12	at	at	CC	CCA	_|_|_|_	7	_
13	umakyat	akyat	VB	INAF	um|_|_|_	12	_
14	na	na	CC	CCP	_|_|_|_	13	_
15	sa	sa	CC	CCT	_|_|_|_	16	_
16	kumbento	kumbento	NN	CP	_|_|_|_	13	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	walong	walo	JJ	JN	_|_|ng|_	2	_
2	babae	babae	NN	CP	_|_|_|_	0	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	mga	mga	DT	CDPL	_|_|_|_	5	_
5	nakaupo	upo	JJ	JCJD	naka|_|_|_	2	_
6	habang	habang	RB	RW	_|_|_|_	5	_
7	isang	isa	PR	PRI	_|_|ng|_	8	_
8	lalaki	lalaki	NN	CP	_|_|_|_	6	_
9	naman	naman	RB	RI	_|_|_|_	8	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	palakad-lakad	palakad-lakad	RB	RD	_|_|_|_	13	_
12	na	na	RB	RD	_|_|_|_	11	_
13	naghihintay	hintay	RB	RD	nag|_|_|hi	8	_
14	sa	sa	CC	CCT	_|_|_|_	15	_
15	kanya	kanya	PR	POSG	_|_|_|_	13	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	magmamano	mano	VB	COAF	mag|_|_|ma	0	_
2	sana	sana	VB	INAF	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	mga	mga	DT	CDPL	_|_|_|_	5	_
5	ito	ito	PR	DM	_|_|_|_	1	_
6	ngunit	ngunit	CC	CCT	_|_|_|_	1	_
7	hindi	hindi	RB	RF	_|_|_|_	8	_
8	iniabot	abot	VB	PFOF	ini|_|_|_	6	_
9	ni	ni	DT	PDSG	_|_|_|_	11	_
10	padre	padre	NN	NNP	_|_|_|_	11	_
11	salvi	salvi	NN	NNP	_|_|_|_	8	_
12	ang	ang	DT	CD	_|_|_|_	14	_
13	kanyang	kanya	PR	POSG	_|_|ng|_	14	_
14	kamay	kamay	NN	CP	_|_|_|_	8	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	sa	sa	CC	CCT	_|_|_|_	2	_
2	pag-uusap	usap	NN	CP	pag|_|_|u	5	_
3	na	na	CC	CCP	_|_|_|_	2	_
4	iyon	iyon	PR	DM	_|_|_|_	3	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	biglang	bigla	RB	RD	_|_|ng|_	7	_
7	dumating	dating	RB	RD	_|um|_|_	5	_
8	si	si	DT	PDSG	_|_|_|_	9	_
9	sisa	sisa	NN	NNP	_|_|_|_	7	_
10	na	na	CC	CCP	_|_|_|_	7	_
11	may	may	VB	VH	_|_|_|_	10	_
12	sunong	suno	JJ	JCJD	_|_|ng|_	14	_
13	na	na	CC	CCP	_|_|_|_	12	_
14	bakol	bakol	NN	CP	_|_|_|_	11	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	kinakabahan	kaba	VB	IMOF	_|in|han|ka	3	_
2	si	si	DT	PDSG	_|_|_|_	3	_
3	sisa	sisa	NN	NNP	_|_|_|_	5	_
4	habang	habang	RB	RW	_|_|_|_	5	_
5	pumapanhik	panhik	VB	IMAF	_|um|_|pa	0	_
6	ng	ng	CC	CCB	_|_|_|_	7	_
7	hagdan	hagdan	NN	CP	_|_|_|_	5	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	hindi	hindi	RB	RF	_|_|_|_	3	_
2	pa	pa	RB	RI	_|_|_|_	1	_
3	sumisikat	sikat	VB	IMAF	_|um|_|si	9	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	araw	araw	NN	CP	_|_|_|_	3	_
6	nang	nang	RB	RW	_|_|_|_	3	_
7	umagang	umaga	NN	CP	_|_|ng|_	6	_
8	iyon	iyon	PR	DM	_|_|_|_	7	_
9	ay	ay	LM	LM	_|_|_|_	0	_
10	namitas	pitas	VB	PFAF	nang|_|_|_	9	_
11	na	na	RB	RI	_|_|_|_	10	_
12	si	si	DT	PDSG	_|_|_|_	13	_
13	sisa	sisa	NN	NNP	_|_|_|_	10	_
14	ng	ng	CC	CCB	_|_|_|_	16	_
15	mga	mga	DT	CDPL	_|_|_|_	16	_
16	gulay	gulay	NN	CP	_|_|_|_	10	_
17	sa	sa	CC	CCT	_|_|_|_	19	_
18	kanyang	kanya	PR	POSG	_|_|ng|_	19	_
19	taniman	tanim	NN	CP	_|_|an|_	10	_
20	.	.	PM	PMP	_|_|_|_	19	_

1	inilagay	lagay	VB	PFOF	ini|_|_|_	0	_
2	ito	ito	PR	DM	_|_|_|_	1	_
3	sa	sa	CC	CCT	_|_|_|_	4	_
4	bakol	bakol	NN	CP	_|_|_|_	1	_
5	at	at	CC	CCA	_|_|_|_	1	_
6	nilagyan	lagay	VB	PFOF	in|_|an|_	5	_
7	pa	pa	RB	RI	_|_|_|_	6	_
8	ng	ng	CC	CCB	_|_|_|_	10	_
9	dekorasyong	dekorasyon	NN	CP	_|_|g|_	10	_
10	bulaklak	bulaklak	NN	CP	_|_|_|_	6	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	nanguha	nanguha	VB	PFAF	_|_|_|_	0	_
2	rin	rin	RB	RI	_|_|_|_	1	_
3	siya	siya	PR	PRSG	_|_|_|_	1	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	talbos	talbos	NN	CP	_|_|_|_	1	_
6	ng	ng	CC	CCB	_|_|_|_	5	_
7	pako	pako	NN	CP	_|_|_|_	6	_
8	na	na	CC	CCP	_|_|_|_	5	_
9	paborito	paborito	JJ	JCJD	_|_|_|_	8	_
10	ng	ng	CC	CCB	_|_|_|_	9	_
11	kurang	kura	NN	CP	_|_|ng|_	10	_
12	gawing	gawi	JJ	JCJD	_|_|ng|_	9	_
13	ensalada	ensalada	NN	CP	_|_|_|_	12	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	matapos	tapos	RB	RD	ma|_|_|_	2	_
2	maisuot	suot	RB	RD	mai|_|_|_	8	_
3	ang	ang	DT	CD	_|_|_|_	6	_
4	pinakamahusay	mahusay	JJ	JCCS	pinaka|_|_|_	6	_
5	niyang	niya	PR	PRSG	_|_|ng|_	6	_
6	damit	damit	NN	CP	_|_|_|_	2	_
7	,	,	PM	PMC	_|_|_|_	8	_
8	nanaog	naog	VB	PFAF	_|_|_|na	0	_
9	na	na	RB	RI	_|_|_|_	8	_
10	siyang	siya	PR	PRSG	_|_|ng|_	8	_
11	sunong	suno	JJ	JCJD	_|_|ng|_	8	_
12	ang	ang	DT	CD	_|_|_|_	13	_
13	bakol	bakol	NN	CP	_|_|_|_	11	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	hindi	hindi	RB	RF	_|_|_|_	4	_
2	na	na	RB	RI	_|_|_|_	1	_
3	niya	niya	PR	PRSG	_|_|_|_	4	_
4	ginising	gising	VB	PFOF	_|in|_|_	0	_
5	pa	pa	RB	RI	_|_|_|_	4	_
6	si	si	DT	PDSG	_|_|_|_	7	_
7	basilio	basilio	NN	NNP	_|_|_|_	4	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	marahan	marahan	JJ	JCJD	_|_|_|_	3	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	pag-akyat	akyat	NN	CP	pag|_|_|_	0	_
4	ni	ni	DT	PDSG	_|_|_|_	5	_
5	sisa	sisa	NN	NNP	_|_|_|_	3	_
6	sa	sa	RB	RL	_|_|_|_	7	_
7	hagdanan	hagdan	RB	RL	_|_|an|_	3	_
8	ng	ng	CC	CCB	_|_|_|_	7	_
9	kumbento	kumbento	NN	CP	_|_|_|_	8	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	nakikiramdam	ramdam	JJ	JCJD	naki|_|_|ki	0	_
2	siya	siya	PR	PRSG	_|_|_|_	1	_
3	sa	sa	CC	CCT	_|_|_|_	4	_
4	pagbabakasakaling	bakasakali	NN	CP	pag|_|ng|ba	1	_
5	maulinigan	ulinigan	VB	INOF	ma|_|_|_	4	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	tinig	tinig	NN	CP	_|_|_|_	5	_
8	ni	ni	DT	PDSG	_|_|_|_	9	_
9	crispin	crispin	NN	NNP	_|_|_|_	5	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	nang	nang	RB	RW	_|_|_|_	5	_
2	walang	wala	RB	RF	_|_|ng|_	3	_
3	anumang	ang	PR	PRI	_|um|_|an	1	_
4	marinig	rinig	VB	INOF	ma|_|_|_	3	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	nagtuloy	tuloy	VB	PFAF	nag|_|_|_	5	_
7	siya	siya	PR	PRSG	_|_|_|_	6	_
8	sa	sa	CC	CCT	_|_|_|_	9	_
9	kusina	kusina	NN	CP	_|_|_|_	6	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	pinakiusapan	usap	VB	COBF	paki|in|an|_	0	_
2	naman	naman	RB	RI	_|_|_|_	1	_
3	nila	nila	PR	PRPL	_|_|_|_	1	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	iba	iba	PR	PRI	_|_|_|_	1	_
6	na	na	CC	CCP	_|_|_|_	1	_
7	huwag	huwag	RB	RF	_|_|_|_	9	_
8	nang	nang	RB	RD	_|_|_|_	7	_
9	mag-alsa	alsa	RB	RD	mag|_|_|_	6	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	ano	ano	PR	QISG	_|_|_|_	4	_
2	na	na	CC	CCP	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	nangyari	nangyari	VB	INOF	_|_|_|_	0	_
5	sa	sa	CC	CCT	_|_|_|_	6	_
6	magkapatid	kapatid	NN	CP	mag|_|_|_	4	_
7	?	?	PM	PMQ	_|_|_|_	6	_

1	maaaring	maari	RB	RT	_|_|ng|a	2	_
2	matulad	tulad	JJ	JCCC	ma|_|_|_	0	_
3	din	din	RB	RI	_|_|_|_	2	_
4	sila	sila	PR	PRPL	_|_|_|_	2	_
5	sa	sa	CC	CCT	_|_|_|_	7	_
6	kanilang	kanila	PR	POPL	_|_|ng|_	7	_
7	ama	ama	NN	CP	_|_|_|_	2	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	kapag	kapag	RB	RK	_|_|_|_	2	_
2	dinatnan	datnan	VB	PFOF	_|in|_|_	8	_
3	po	po	RB	RBS	_|_|_|_	2	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	kamalasan	malas	NN	CP	ka|_|an|_	2	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	pamilya	pamilya	NN	CP	_|_|_|_	2	_
8	ay	ay	LM	LM	_|_|_|_	0	_
9	tiyak	tiyak	RB	RD	_|_|_|_	11	_
10	na	na	RB	RD	_|_|_|_	9	_
11	magdurusa	dusa	RB	RD	mag|_|_|du	8	_
12	rin	rin	RB	RI	_|_|_|_	11	_
13	ang	ang	DT	CD	_|_|_|_	15	_
14	ibang	ibang	JJ	JCJD	_|_|_|_	15	_
15	miyembro	miyembro	NN	CP	_|_|_|_	11	_
16	ng	ng	CC	CCB	_|_|_|_	15	_
17	kanilang	kanila	PR	POPL	_|_|ng|_	18	_
18	pamilya	pamilya	NN	CP	_|_|_|_	16	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	kung	kung	RB	RK	_|_|_|_	8	_
2	tatamaan	tama	VB	COOF	_|_|an|ta	1	_
3	ng	ng	CC	CCB	_|_|_|_	4	_
4	kidlat	kidlat	NN	CP	_|_|_|_	2	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	puno	puno	NN	CP	_|_|_|_	2	_
7	,	,	PM	PMC	_|_|_|_	8	_
8	magiging	maging	VB	COAF	_|_|_|gi	0	_
9	abo	abo	NN	CP	_|_|_|_	8	_
10	rin	rin	RB	RI	_|_|_|_	9	_
11	ang	ang	DT	CD	_|_|_|_	12	_
12	bunga	bunga	NN	CP	_|_|_|_	8	_
13	nito	nito	PR	DM	_|_|_|_	12	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	maya-maya'y	maya-maya'y	RB	RW	_|_|_|_	2	_
2	tumalikod	talikod	VB	INAF	_|um|_|_	0	_
3	at	at	CC	CCA	_|_|_|_	2	_
4	lumabas	labas	VB	INAF	_|um|_|_	3	_
5	si	si	DT	PDSG	_|_|_|_	6	_
6	elias	elias	NN	NNP	_|_|_|_	4	_
7	nang	nang	RB	RW	_|_|_|_	4	_
8	mapansing	pansin	VB	INAF	ma|_|g|_	9	_
9	napayuko	yuko	JJ	JCJD	napa|_|_|_	7	_
10	si	si	DT	PDSG	_|_|_|_	11	_
11	ibarra	ibarra	NN	NNP	_|_|_|_	9	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	ako	ako	PR	PRSG	_|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	may	may	VB	VH	_|_|_|_	1	_
4	kasalanan	kasalanan	NN	CP	_|_|_|_	3	_
5	kung	kung	RB	RK	_|_|_|_	4	_
6	bakit	bakit	RB	RQ	_|_|_|_	5	_
7	nagkasakit	sakit	VB	PFAF	nagka|_|_|_	6	_
8	siya	siya	PR	PRSG	_|_|_|_	7	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	ako	ako	PR	PRSG	_|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	4	_
3	dapat	dapat	VB	AS	_|_|_|_	4	_
4	sisihin	si	VB	INOF	_|_|hin|si	1	_
5	.	.	PM	PMP	_|_|_|_	4	_

1	nagbihis	bihis	RB	RD	nag|_|_|_	0	_
2	agad	agad	RB	RD	_|_|_|_	1	_
3	si	si	DT	PDSG	_|_|_|_	4	_
4	ibarra	ibarra	NN	NNP	_|_|_|_	2	_
5	at	at	CC	CCA	_|_|_|_	1	_
6	umalis	alis	VB	INAF	um|_|_|_	5	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	nakasalubong	salubong	JJ	JCJD	naka|_|_|_	0	_
2	niya	niya	PR	PRSG	_|_|_|_	1	_
3	sa	sa	CC	CCT	_|_|_|_	4	_
4	daan	daan	NN	CP	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	7	_
6	isang	isa	PR	PRI	_|_|ng|_	7	_
7	lalaking	laki	NN	CP	_|_|ng|la	1	_
8	may	may	VB	VH	_|_|_|_	7	_
9	pilat	pilat	NN	CP	_|_|_|_	8	_
10	sa	sa	CC	CCT	_|_|_|_	11	_
11	mukha	mukha	NN	CP	_|_|_|_	8	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	kapatid	kapatid	NN	CP	_|_|_|_	0	_
2	ko	ko	PR	PRSG	_|_|_|_	1	_
3	po	po	RB	RBS	_|_|_|_	1	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	lalaking	laki	NN	CP	_|_|ng|la	1	_
6	namatay	namatay	VB	PFAF	_|_|_|_	5	_
7	kahapon	kahapon	RB	RW	_|_|_|_	6	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	magkano	kano	VB	INAF	mag|_|_|_	4	_
2	po	po	RB	RBS	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	ibabayad	bayad	VB	COOF	i|_|_|ba	0	_
5	ninyo	ninyo	PR	PRPL	_|_|_|_	4	_
6	sa	sa	CC	CCT	_|_|_|_	7	_
7	pamilya	pamilya	NN	CP	_|_|_|_	4	_
8	ng	ng	CC	CCB	_|_|_|_	9	_
9	kapatid	kapatid	NN	CP	_|_|_|_	4	_
10	ko	ko	PR	PRSG	_|_|_|_	9	_
11	?	?	PM	PMQ	_|_|_|_	10	_

1	bumalik	balik	VB	INAF	_|um|_|_	0	_
2	kayo	kayo	PR	PRPL	_|_|_|_	1	_
3	mamayang	maya	RB	RW	_|_|ng|ma	1	_
4	hapon	hapon	RB	RW	_|_|_|_	3	_
5	at	at	CC	CCA	_|_|_|_	1	_
6	pag-uusapan	usap	NN	CP	pag|_|an|u	5	_
7	natin	natin	PR	PRPL	_|_|_|_	6	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	nais	nais	VB	AS	_|_|_|_	3	_
2	kong	kong	PR	PRSG	_|_|_|_	3	_
3	malaman	laman	VB	INOF	ma|_|_|_	0	_
4	ngayon	ngayon	RB	RW	_|_|_|_	3	_
5	din	din	RB	RI	_|_|_|_	4	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	ibabayad	bayad	VB	COOF	i|_|_|ba	3	_
8	ninyo	ninyo	PR	PRPL	_|_|_|_	7	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	nasabi	sabi	VB	PFAF	na|_|_|_	0	_
2	ko	ko	PR	PRSG	_|_|_|_	1	_
3	na	na	CC	CCP	_|_|_|_	1	_
4	po	po	RB	RBS	_|_|_|_	3	_
5	ang	ang	DT	CD	_|_|_|_	8	_
6	dapat	dapat	VB	AS	_|_|_|_	8	_
7	kong	kong	PR	PRSG	_|_|_|_	8	_
8	sabihin	sabi	VB	INOF	_|_|hin|_	1	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	may	may	VB	VH	_|_|_|_	2	_
2	dadalawin	dalaw	VB	COOF	_|in|_|da	0	_
3	pa	pa	RB	RI	_|_|_|_	2	_
4	akong	akong	PR	PRSG	_|_|_|_	2	_
5	maysakit	maysakit	NN	CP	_|_|_|_	4	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	pagalit	alit	RB	RD	pag|_|_|_	3	_
2	na	na	RB	RD	_|_|_|_	1	_
3	isinalya	salya	RB	RD	i|in|_|_	0	_
4	ni	ni	DT	PDSG	_|_|_|_	5	_
5	ibarra	ibarra	NN	NNP	_|_|_|_	3	_
6	ang	ang	DT	CD	_|_|_|_	8	_
7	maruming	maruming	JJ	JCJD	_|_|_|_	8	_
8	lalaki	lalaki	NN	CP	_|_|_|_	3	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	naaalala	alala	VB	IMAF	na|_|_|a	0	_
2	ninyo	ninyo	PR	PRPL	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	maysakit	maysakit	NN	CP	_|_|_|_	1	_
5	ngunit	ngunit	CC	CCT	_|_|_|_	1	_
6	nakalilimot	limot	JJ	JCJD	naka|_|_|li	5	_
7	kayo	kayo	PR	PRPL	_|_|_|_	6	_
8	sa	sa	CC	CCT	_|_|_|_	9	_
9	namatayan	namatayan	VB	PFAF	_|_|_|_	6	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	ang	ang	DT	CD	_|_|_|_	3	_
2	ganitong	ganito	PR	CM	_|_|ng|_	3	_
3	pangyayari	yari	NN	CP	pang|_|_|ya	4	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	kaugalian	ugali	NN	CP	ka|_|an|_	4	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	ng	ng	CC	CCB	_|_|_|_	5	_
8	bayan	bayan	NN	CP	_|_|_|_	7	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	malungkot	lungkot	JJ	JCJD	ma|_|_|_	0	_
2	sa	sa	CC	CCT	_|_|_|_	3	_
3	bahay	bahay	NN	CP	_|_|_|_	1	_
4	ni	ni	DT	PDSG	_|_|_|_	6	_
5	kapitan	kapitan	NN	NNP	_|_|_|_	6	_
6	tiyago	tiyago	NN	NNP	_|_|_|_	1	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	nakapinid	pinid	JJ	JCJD	naka|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	5	_
3	lahat	lahat	PR	PRI	_|_|_|_	5	_
4	ng	ng	CC	CCB	_|_|_|_	3	_
5	bintana	bintana	NN	CP	_|_|_|_	1	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	maysakit	maysakit	NN	CP	_|_|_|_	0	_
2	si	si	DT	PDSG	_|_|_|_	4	_
3	maria	maria	NN	NNP	_|_|_|_	4	_
4	clara	clara	NN	NNP	_|_|_|_	1	_
5	.	.	PM	PMP	_|_|_|_	4	_

1	tanging	tangi	JJ	JCJD	_|_|ng|_	3	_
2	sa	sa	CC	CCT	_|_|_|_	3	_
3	kusina	kusina	NN	CP	_|_|_|_	5	_
4	lamang	lamang	RB	RI	_|_|_|_	3	_
5	maririnig	rinig	VB	COOF	ma|_|_|ri	0	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	malalakas	lakas	JJ	JCJD	ma|_|_|la	5	_
8	na	na	CC	CCP	_|_|_|_	9	_
9	usapan	usap	NN	CP	_|_|an|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	lumalaki	laki	VB	IMAF	_|um|_|la	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	krus	krus	NN	NNP	_|_|_|_	1	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	tunasan	tunasan	NN	NNP	_|_|_|_	1	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	ang	ang	DT	CD	_|_|_|_	2	_
2	krus	krus	NN	NNP	_|_|_|_	6	_
3	naman	naman	RB	RI	_|_|_|_	2	_
4	ng	ng	CC	CCB	_|_|_|_	2	_
5	matahong	tahong	JJ	JCJD	ma|_|_|_	4	_
6	ay	ay	LM	LM	_|_|_|_	0	_
7	nagpapawis	pawis	VB	PFAF	nagpa|_|_|_	6	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	alin	alin	PR	QISG	_|_|_|_	6	_
2	sa	sa	CC	CCT	_|_|_|_	3	_
3	palagay	palagay	NN	CP	_|_|_|_	6	_
4	mo	mo	PR	PRSG	_|_|_|_	3	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	mapaghimala	himala	VB	INOF	mapag|_|_|_	0	_
7	?	?	PM	PMQ	_|_|_|_	6	_

1	nag-isip	isip	RB	RD	nag|_|_|_	0	_
2	na	na	RB	RD	_|_|_|_	3	_
3	mabuti	buti	RB	RD	ma|_|_|_	1	_
4	si	si	DT	PDSG	_|_|_|_	6	_
5	tiya	tiya	NN	NNP	_|_|_|_	6	_
6	isabel	isabel	NN	NNP	_|_|_|_	1	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	lahat	lahat	PR	PRI	_|_|_|_	2	_
2	tayo	tayo	PR	PRPL	_|_|_|_	3	_
3	ay	ay	LM	LM	_|_|_|_	0	_
4	pinagpapawisan	pawis	VB	IMLF	pinag|_|an|pa	3	_
5	ngunit	ngunit	CC	CCT	_|_|_|_	3	_
6	hindi	hindi	RB	RF	_|_|_|_	7	_
7	lahat	lahat	PR	PRI	_|_|_|_	8	_
8	ay	ay	LM	LM	_|_|_|_	5	_
9	lumalaki	laki	VB	IMAF	_|um|_|la	8	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	mas	mas	JJ	JCCM	_|_|_|_	2	_
2	mainam	inam	JJ	JCJD	ma|_|_|_	0	_
3	marahil	marahil	RB	RM	_|_|_|_	2	_
4	kung	kung	RB	RK	_|_|_|_	3	_
5	maglilimos	limos	VB	COAF	mag|_|_|li	4	_
6	tayo	tayo	PR	PRPL	_|_|_|_	5	_
7	sa	sa	CC	CCT	_|_|_|_	8	_
8	dalawa	dalawa	CD	CDB	_|_|_|_	5	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	matitiyak	tiyak	VB	COOF	ma|_|_|ti	0	_
2	natin	natin	PR	PRPL	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	madaliang	dali	JJ	JCJD	ma|_|ang|_	5	_
5	paggaling	galing	NN	CP	pag|_|_|_	1	_
6	ni	ni	DT	PDSG	_|_|_|_	7	_
7	maria	maria	NN	NNP	_|_|_|_	8	_
8	clara	clara	NN	NNP	_|_|_|_	5	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	ihanda	handa	VB	INOF	i|_|_|_	0	_
2	mo	mo	PR	PRSG	_|_|_|_	1	_
3	pinsan	pinsan	NN	CP	_|_|_|_	1	_
4	ang	ang	DT	CD	_|_|_|_	6	_
5	mga	mga	DT	CDPL	_|_|_|_	6	_
6	kuwarto	kuwarto	NN	CP	_|_|_|_	1	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	darating	dating	VB	INAF	_|_|_|da	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	mag-asawang	mag-asawang	NN	CP	_|_|_|_	1	_
4	de	de	NN	NNP	_|_|_|_	3	_
5	espada�a	espada�a	NN	NNP	_|_|_|_	4	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	may	may	VB	VH	_|_|_|_	0	_
2	kasama	kasama	NN	CP	_|_|_|_	1	_
3	silang	silang	PR	PRPL	_|_|_|_	2	_
4	isang	isa	PR	PRI	_|_|ng|_	5	_
5	ginoong	ginoo	NN	CP	_|_|ng|_	2	_
6	kamag-anak	kamag-anak	NN	CP	_|_|_|_	5	_
7	daw	daw	RB	RI	_|_|_|_	6	_
8	ni	ni	DT	PDSG	_|_|_|_	10	_
9	padre	padre	NN	NNP	_|_|_|_	10	_
10	damaso	damaso	NN	NNP	_|_|_|_	6	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	kailangang	kailangan	VB	AS	_|_|g|_	2	_
2	nakaayos	ayos	JJ	JCJD	naka|_|_|_	0	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	lahat	lahat	PR	PRI	_|_|_|_	2	_
5	.	.	PM	PMP	_|_|_|_	4	_

1	naroon	roon	RB	RL	na|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	magpinsang	pinsan	NN	CP	mag|_|g|_	1	_
4	sina	sina	DT	PDPL	_|_|_|_	3	_
